complaint_text,base_severity,category,compllaint_text
"Monkeys are ripping apart wires and cables on utility poles in Krishna Nagar, leading to power outages.",4,Stray_Animal_Hazard,
The nightly howling and fighting of stray dogs near the resident welfare association office in Vasant Kunj is unbearable.,2,Stray_Animal_Hazard,
"Stray dogs often chase delivery personnel and postmen in our society in Pitampura, making their job difficult.",3,Stray_Animal_Hazard,
"A stray donkey is constantly blocking the narrow lane near the Old Fort, hindering local traffic.",2,Stray_Animal_Hazard,
"Monkeys are frequently breaking into rooftop water tanks in Civil Lines, contaminating water supply for residents.",5,Stray_Animal_Hazard,
"Aggressive stray dogs near the dispensary in Seemapuri are a constant threat to patients, especially the elderly.",4,Stray_Animal_Hazard,
"Stray cattle feeding on roadside garbage is a common sight near the Yamuna Sports Complex, reflecting poor waste management.",2,Stray_Animal_Hazard,
The sheer number of stray dogs makes it risky for school children to walk alone on the street leading to St. Xavier's School.,3,Stray_Animal_Hazard,
"Constant barking from strays near the residential complex in Vasundhara, Ghaziabad, makes it impossible to work from home.",2,Stray_Animal_Hazard,
Stray dogs are constantly messing up the gardens and flowerbeds in front of the municipal corporation building.,1,Stray_Animal_Hazard,
An injured monkey is causing distress and fear near the Red Fort entrance. It seems to be in pain and needs help.,3,Stray_Animal_Hazard,
"Packs of dogs are attacking small animals like cats and even small pet dogs during their walks in Sector 57, Gurgaon.",4,Stray_Animal_Hazard,
"Stray cows are sleeping in the middle of the road near the Sarita Vihar underpass at night, extremely hard to spot.",4,Stray_Animal_Hazard,
Frequent dog fights near the local park in Paschim Vihar are disturbing the peace and creating a scary atmosphere.,2,Stray_Animal_Hazard,
"The stench from stray animal waste is terrible near the local market in Vivek Vihar, especially in humid weather.",2,Stray_Animal_Hazard,
An aggressive bull has been seen charging at cars and pedestrians near the Botanical Garden metro station. Highly dangerous.,5,Stray_Animal_Hazard,
"Monkeys are frequently raiding fruit carts and vegetable stalls near the local temple in Old Delhi, causing losses to vendors.",3,Stray_Animal_Hazard,
"A large number of stray dogs are blocking the entrance to the District Court in Rohini, intimidating visitors and lawyers.",3,Stray_Animal_Hazard,
The incessant barking of dogs during festivals like Diwali creates unbearable noise pollution in Shahdara.,2,Stray_Animal_Hazard,
"Stray dogs often chase children returning from school near the public library in Model Town, instilling fear.",3,Stray_Animal_Hazard,
"Stray animals are damaging public property, like benches and signboards, in the community park of Nirman Vihar.",1,Stray_Animal_Hazard,
"Monkeys are constantly creating a nuisance by jumping on power lines and transformer boxes in Nehru Place, leading to power cuts.",4,Stray_Animal_Hazard,
"A dead stray dog has been lying on the main street near the Daryaganj market for over 24 hours, posing a severe health hazard.",5,Stray_Animal_Hazard,
"Stray cows are frequently seen on the airport road in Delhi, causing major risks for high-speed traffic.",5,Stray_Animal_Hazard,
"The population of stray dogs has increased dramatically in our colony, Sector 15 Faridabad, post-lockdown. They need to be managed.",3,Stray_Animal_Hazard,
Stray animals are making it difficult for garbage collection workers to do their job efficiently in Govindpuri.,2,Stray_Animal_Hazard,
"The flyover support pillars near the Dhaula Kuan intersection have extensive visible cracks and exposed rebar. It feels very unsafe, especially with heavy traffic.",5,Structural_Damage_Risk,
A section of the boundary wall of the old government building on Park Street is severely leaning. It's a hazard to pedestrians walking by.,4,Structural_Damage_Risk,
Massive cracks have appeared in the foundation of the municipal school building in Sector 7 after the recent heavy monsoon rains. Students are at risk.,5,Structural_Damage_Risk,
The overhead water tank for our colony (Indira Nagar) shows severe rust at its base and some visible cracks. Concerned about its structural integrity.,5,Structural_Damage_Risk,
"Our apartment building (Mahalaxmi Apartments, Block C) has several large, deep cracks in its exterior walls. It needs an urgent structural assessment.",4,Structural_Damage_Risk,
The old bridge connecting Anand Vihar to the main market has crumbling edges and significant concrete spalling. It's dangerous for two-wheelers.,4,Structural_Damage_Risk,
There's a noticeable sag in the roof of the public health centre in Vasundhara. What if it collapses during the next downpour?,4,Structural_Damage_Risk,
"The pillars of the footbridge near the railway station have visible signs of severe corrosion. People use it daily, creating a high risk.",5,Structural_Damage_Risk,
An abandoned building next to the Ganesh temple in Kalbadevi has a dangerously leaning façade. Debris is falling onto the street.,5,Structural_Damage_Risk,
Several beams in the basement parking of the Alpha Mall show stress cracks and water seepage. Needs immediate inspection.,3,Structural_Damage_Risk,
The retaining wall along the highway bypass near Shivpuri is bowing outwards. It looks like it could give way soon.,5,Structural_Damage_Risk,
Major cracks developing in the main wall of the community hall in Gandhi Nagar. Worried about its stability during events.,4,Structural_Damage_Risk,
The watchman's hut near the Sector 18 gate has a collapsing roof and walls. It's a dilapidated structure and a safety concern.,3,Structural_Damage_Risk,
"Cracks are appearing on the exterior walls of the old post office building in Karol Bagh. Seems like an old structure, needs review.",3,Structural_Damage_Risk,
The balcony of an unoccupied flat in Shanti Niketan is crumbling. Pieces of concrete are falling regularly.,4,Structural_Damage_Risk,
Our neighbour's dilapidated compound wall is leaning dangerously towards our house. Please address this potential structural failure.,3,Structural_Damage_Risk,
The bus stop shelter near the metro station exit has rusted support poles and a cracking roof. It's a safety concern for commuters.,3,Structural_Damage_Risk,
Large fissures in the ground adjacent to the hospital building in Civil Lines. Could indicate foundation issues.,4,Structural_Damage_Risk,
"The old market complex near Charminar has visible signs of structural decay, with cracks in load-bearing walls. Very old building.",4,Structural_Damage_Risk,
"A portion of the ceiling in the government primary school, Room 3, has fallen. The rest of the ceiling shows cracks.",5,Structural_Damage_Risk,
The support structure for the streetlights on MG Road shows severe corrosion at the base. Risk of falling during high winds.,3,Structural_Damage_Risk,
Cracks in the concrete path surrounding the public park in Vasant Kunj. These seem to be widening.,2,Structural_Damage_Risk,
"The main staircase of the Municipal Corporation building shows significant wear, with cracks in the steps and railing instability.",3,Structural_Damage_Risk,
"An old, abandoned water tower in the outskirts of the city has major cracks. It looks like it could topple anytime.",5,Structural_Damage_Risk,
The basement walls of our residential building (Green Valley Towers) are damp and show hairline cracks. Concerned about long-term stability.,2,Structural_Damage_Risk,
The elevated road section near the toll plaza has visible gaps in its expansion joints and cracked surfaces. Needs maintenance.,4,Structural_Damage_Risk,
The canopy structure over the entrance of the shopping complex in Cyber Hub has loose panels and visible damage to its supports.,3,Structural_Damage_Risk,
"A residential building in the old city area, near Lal Darwaza, has a heavily damaged façade with chunks of plaster falling off.",3,Structural_Damage_Risk,
"The pedestrian subway walls near the university campus have dampness and small cracks, but they seem to be increasing.",2,Structural_Damage_Risk,
"Structural damage observed on the old railway overbridge, especially after the recent tremors. There are new, deep cracks.",5,Structural_Damage_Risk,
The outer wall of the electrical substation in Sector 23 has significant cracks. It's a critical infrastructure and needs immediate attention.,4,Structural_Damage_Risk,
The dilapidated building in the bazaar area (near the vegetable market) is clearly unsafe. It could collapse onto vendors below.,5,Structural_Damage_Risk,
Cracks on the retaining wall beside the Nala in Shastri Nagar. It looks like it might fail during heavy water flow.,4,Structural_Damage_Risk,
The pillars supporting the platform canopy at the local railway station are heavily rusted and cracked.,4,Structural_Damage_Risk,
The boundary wall of the old police quarters is collapsing in several places. It's a public safety hazard.,3,Structural_Damage_Risk,
The roof of the public toilet block in the slum area is falling apart. Very unsanitary and dangerous.,3,Structural_Damage_Risk,
"Heavy cracks in the walls of the old warehouse near the industrial zone. Concerned about potential collapse, especially with winds.",4,Structural_Damage_Risk,
The concrete fence around the disused factory site near the bypass road is crumbling and falling.,2,Structural_Damage_Risk,
The overhead pedestrian bridge near the IT park has major cracks in its walking surface and unstable railings.,4,Structural_Damage_Risk,
"Found deep cracks in the load-bearing wall of our independent house, 12B, Model Town, especially after recent heavy vehicle movement.",4,Structural_Damage_Risk,
The old municipal library building's façade is showing severe deterioration and cracking. Very old structure.,3,Structural_Damage_Risk,
Pillars of the underpass near the college campus have visible concrete spalling and exposed rebar. A clear structural risk.,5,Structural_Damage_Risk,
A portion of the road divider on Ring Road is leaning significantly due to what appears to be a compromised base.,3,Structural_Damage_Risk,
The canopy of the petrol pump near Sector 62 is visibly damaged and looks unstable. Could collapse onto cars.,4,Structural_Damage_Risk,
The old heritage building near Gateway of India has some large cracks in its upper sections. Needs expert assessment.,4,Structural_Damage_Risk,
The external fire escape staircase of a residential building in Chembur is heavily rusted and seems unstable.,4,Structural_Damage_Risk,
There are deep fissures in the pavement near the Banyan tree in the park. Could indicate ground instability.,2,Structural_Damage_Risk,
"The culvert under the road near the village entrance is partially collapsed, causing the road above to sink.",5,Structural_Damage_Risk,
